link,content,place,date,time,in advance,cover,image
https://www.instagram.com/prismhall/p/COpMROTlEwH/,"💄[ 오픈공지 ]💄태아 (클'태'太 나'아'我) (TAE:A)태아의 자아를 만들어가는 시작. 코로나로 이제야 활동의 시동을 건다.이갈고 닦은 또다른 슈퍼밴드의 시작현장에 목격자가 되시길.💯💯TAE:A FIND YOURSELF SHOWCASEGUEST : DEAD BUTTONS, DONGIHON----------------------------------🤘티켓 오픈 : 2021년 5월 9일 저녁 6시🤘예매폼 바로가기 : https://forms.gle/4yvuzqUuJCJ1X8S48(프로필 url에 있습니다.)----------------------------------예매폼을 작성하신 후 공지에 따라 입금을 완료해야 예매가 확정됩니다. 좌석 70석 한정공연입니다. 빠른 예매를 진행하세요~⭐본공연 : 5월 30일 일요일 저녁 5시⭐출연 : TAE:A, DEAD BUTTONS, 동이혼⭐문의 : 070-8150-2979⭐예매 : 30,000원#태아쇼케이스#한진영#원태섭#조현준#이준현#FINDYOURSELF#동이혼#데드버튼즈#앨범발매#쇼케이스",서울특별시 마포구 양화로 12길 6,2021.5.9,18:00,30000,,
https://www.instagram.com/prismhall/p/COo2gFMl8hM/,"드디어 오늘.오래 기다린 87댄스와 우자앤쉐인.일요일 저녁 이들의 그루브에 몸을 맡겨보아요.섹시한 음악.섹시한 그들.섹시한 그루브.chill & hip✨------------------------------------ 타이틀 : INNER DANCE- 일시 : 2021년 5월 9일 일요일 저녁 5시 (입장 : 4시30분)- 장소 : 프리즘홀(양화로 12길 6)- 출연 :#87댄스#우자앤쉐인- 문의 : 070-8150-2979- 티켓 : 현매 35,000 원👉 예매폼 : https://forms.gle/AQJBgEaPxJYPyqpZ7(프로필 링크에 예매url이 있습니다.)-----------------------------------*본 공연은 비지정석 좌석제입니다. (예매순서는 입장순서임)#프리즘홀#prismhall#inner_dance#87댄스#우자앤쉐인#내적댄스#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.5.9,16:30,35000,,
https://www.instagram.com/prismhall/p/COjypeYFvh2/,"[티켓오픈공지]H A LOT 단독공연 : WE ARE오픈공지 : https://ticket.melon.com/csoon/detail.htm?csoonId=5191-------------------------*티켓오픈일 : 2021년 5월 10일(월) 낮 12시*공연일 : 2021년 6월 5일(토) 오후 6시-------------------------1. 예매 : 25,000원(코로나19 상황에 따라 좌석 추가 오픈 가능합니다.)2. 입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#H_A_LOT#WE_ARE#홍대공연#공연추천#단독공연",서울특별시 마포구 양화로 12길 6,2021.5.10,12:00,25000,,
https://www.instagram.com/prismhall/p/COhdJ4QFEf0/,"섹시한 음악.섹시한 그들.섹시한 그루브.이번주 일요일, 아름다고 섹시한 음악을 즐기는 법.chill하고 hip한 그들을 만나볼 수 있습니다✨[INNER DANCE _ 내적댄스]핫하게 부상하며, 인디씬 지분을 집어 삼키고 있는 '87댄스'의 감성적인 그루브의 맛!세계무대마저 매혹에 빠지게 하고 있는 일렉트로닉 듀오 '우자앤쉐인'의 상큼한 그루브의 맛!------------------------------------ 타이틀 : INNER DANCE- 일시 : 2021년 5월 9일 일요일 저녁 5시 (입장 : 4시30분)- 장소 : 프리즘홀(양화로 12길 6)- 출연 :#87댄스#우자앤쉐인- 문의 : 070-8150-2979- 티켓 : 예매 30,000원 현매 35,000 원👉 예매폼 : https://forms.gle/AQJBgEaPxJYPyqpZ7(프로필 링크에 예매url이 있습니다.)-----------------------------------*예매오픈 : 2021년 4월 20일 화요일 오후 6시입니다.*예매마감 : 2021년 5월 8일 토요일 오후 6시입니다.매진시 조기마감될 수 있습니다*본 공연은 비지정석 좌석제입니다. (예매순서는 입장순서임)*환불관련 : 당일환불 불가(공연 일주일 전 환불시 수수료 1,000원 부과 5월1일-5월8일)#프리즘홀#prismhall#87댄스#우자앤쉐인#INNER_DANCE#내적댄스",서울특별시 마포구 양화로 12길 6,2021.5.9,16:30,30000,35000,
https://www.instagram.com/prismhall/p/COfX4gfl-Rn/,"여러분 즐거운 어린이날 보내고 계신가요?이번주 금요일우리의 케미를 확인할 시간‼️엔분의일x리도어엔분의일과 리도어엔분의일과 나리도어와 나우리 사이의 케미를 확인할 시간케미는 몇 프로?!- 타이틀 : 엔분의일x리도어 : 우리사이- 일시 : 2021년 5월 7일(금) 19시30분- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 33,000원 (예매처 : 멜론티켓)- 문의 : 070-8150-2979👇예매 바로가기👇https://ticket.melon.com/performance/index.htm?prodId=205889(프로필 링크에 있습니다)-------------------------------*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#엔분의일#리도어#우리사이#케미공연#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.5.7,19:30,33000,,
https://www.instagram.com/prismhall/p/COaYSvUFKjm/,"#Repost@in_mate_project・・・<정튠 첫 단독 쇼케이스>누군가의 처음을 함께 한다는 것은 정말 의미있는 일이죠,다시 오지 않을 정튠님의 첫 단독 쇼케이스!5월 5일 오후 7시에 열립니다!일시: 5월 5일 수요일 오후7시장소: 프리즘홀입장료:30000원(현매:33000원)예매입금: 국민은행 282402-04-101325 박주향⠀＜공연공지＞1.예매 오픈은 4월 18일 일요일 오후7시 입니다2.예매마감은 5월 4일 자정입니다(당일은 현매만 가능합니다)3.폼 입력과 입금 모두 해주시면 예매 완료 문자를 드립니다(폼 입력 링크는 인 메이트 인스타그램 프로필링크에 있습니다)4.예매는 1인 4매까지 가능합니다5.입장번호는 입금 순으로 부여됩니다예매 번호는 입장 순서이며 비지정석 입니다.6.입장줄대기: 6시35분 입장:6시40분7.입장 시간이 지난 후에는 입장 순서가 무효화 됩니다.8.공연장 내 음료 및 음식물 반입은 금지되며 촬영은 타 관람객에게 시야방해 혹은 플래쉬 등의 방해가 가지 않는 선에서 가능합니다.COVID-19에 따른 공연 안내사항-체온 측정 시 37.5도 이상 혹은 마스크 미착용 시  공연관람이 제한됩니다.-공연장 입장 시 손 소독제를 사용 부탁 드립니다. (공연장 내 비치)-QR코드 체크인을 할 예정이오니 입장 전 미리 준비해주시면 감사하겠습니다-확진자가 다녀간 곳을 경유했거나 확진자와 접촉한 경우, 보건당국으로부터 자가격리 명령을 받은 경험이 있는 경우, 2주 이내 해외 방문 이력이 있으신 분은 입장이 어렵습니다문의@in_mate_project#정튠#이번판은별로야#단독공연#쇼케이스",서울특별시 마포구 양화로 12길 6,2402.4.10,18:35,30000,33000,
https://www.instagram.com/prismhall/p/COSscZKlXtF/,"[단독공연 예매오픈 D-1]내일 오후 2시 멜론티켓을 통해 나상현씨밴드의 단독공연 예매가 오픈됩니다. 많은 관심 바랍니다🙃Poster by@paiiekINFO공연 일시 : 2021년 5월 22일 토요일 저녁 7시공연 장소 : 프리즘홀예매 일시 : 2021년 5월 1일 토요일 오후 2시예매처 : 멜론 티켓티켓 : 44,000원 / 70석 전석 좌석 공연ARTIST안녕하세요. 나상현씨밴드입니다.5월에 발매될 새로운 싱글과 함께 단독공연을 준비하게 되었습니다.이번 공연에는 기타에 하범석 님, 건반에 조우재 님이 함께 무대를 꾸며주실 예정입니다.그럼 공연장에서 뵙겠습니다.감사합니다. 건강하세요.TICKET// 본 공연은 비지정 좌석 공연입니다.// 예매시 선택한 번호는 입장 번호입니다. 원하시는 좌석에 착석하세요 (빠른 번호부터 입장)// 티켓의 변경 및 환불은 공식 예매처 규정에 따릅니다.// 현장 판매는 공연 당일 잔여석에 한해 진행됩니다.// 예매 마감 후, 공연 당일은 티켓의 교환 및 환불이 불가합니다.ENTRANCE// 공연 시작 30분 전부터 입장번호 순서대로 입장이 진행됩니다.// 코로나19 방지를 위해, 입장시 전자출입명부, 체온측정을 실시하고 있습니다.// 마스크 미착용시 입장이 불가합니다. 실내에서도 코를 완전히 덮도록 착용해 주세요.// 본인 확인을 요청합니다. 신분증과 좌석번호를 제시해 주세요.VENUE// 공연장에 외부 음료 및 음식물은 반입이 금지 됩니다.// 오픈형의 소지품 보관함이 있습니다. 단, 분실시 책임지지 않으니 귀중품은 직접 소지해 주세요.// 주차는 불가합니다. 대중교통을 이용 하시거나, 인근 유료 주차장을 사용해 주시기 바랍니다.PROTECT OURSELVES FROM COVID-19// 공연장 내부 입장 후에는 마스크 착용을 의무화합니다.// 마스크는 반드시 코 위까지 올려 착용해 주시고, 마스크 미착용 시 공연 관람 및 시설 이용이 제한될 수 있으며이에 따른 보상 및 환불은 불가합니다.// 공연장에 입장하시는 전 관객과 방문객 대상으로 비접촉 체온계로 체온 측정을 진행합니다.// 공연 당일 측정 체온이 37.5도시 이상 및 호흡기 증상 (기침, 인후통, 호흡곤란 등)이 있는 관객은 입장이 금지됩니다.// 공연장 출입 시 전자출입명부에 QR코드를 등록한 후 입장이 가능합니다.// 가급적 네이버, 카카오톡 등에서 QR 체크인 코드 생성을 미리 준비해 주시기 바랍니다.// 불편한 점이 있으시더라도 모두의 건강과 안전한 관람을 위해 많은 협조 부탁드립니다.// 이를 어김으로 인해 발생한 피해와 책임은 전적으로 당사자에게 있으며공연 주최 /주관/예매처는 어떠한 책임도 지지 않음을 알려드립니다.DIIRECTIONS & MAP// 2호선 합정역 3번출구 진행방향 도보 2분// 주소 : 서울시 마포구 양화로 12길 6, B1// 문의 : 프리즘홀, 070 8150 2979#프리즘홀#prismhall#단독공연#나상현씨밴드#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.5.22,14:00,44000,,
https://www.instagram.com/prismhall/p/COSO01olAF7/,"‼️1시간 남았습니다‼️드디어 오늘, 넘치는 에너지! 섹시한 파워!본투비 로큰롤!화려한 무대가 그리운 요즘.크랙샷의 무대가 바로 그 무대입니다- 타이틀 : 크랙샷단독콘서트 : BAD BLOOD- 일시 : 2021년 4월 30일(금) 19시30분- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 현매 35,000원*학생 및 청소년 할인 티켓이 따로 판매됩니다.- 문의 : 070-8150-2979--------------------------------------------*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.*중/고생 청소년 할인 티켓 : 10,000원117-20-038366 SC 제일은행 이기정 입금후, 전화로 확인(070-8150-2979) 당일 본인 신분증 반드시 지참!#프리즘홀#prismhall#크랙샷#단독콘서트#멜론티켓#공연추천#홍대공연",서울특별시 마포구 양화로 12길 6,2021.4.30,18:30,35000,10000,
https://www.instagram.com/prismhall/p/COR7MizF1sD/,"🔥드디어 내일입니다🔥김뜻돌x니쥬 [이끌림]오래 기다리신 만큼, 많은 준비를 해온 두 뮤지션입니다🙌*공연 중 영상 및 사진 촬영 불가능합니다.*코로나19로 인해 사인회가 불가능합니다.*공연 시작 전, MD 판매 예정입니다.*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다. (입장시간 : 오후 6시20분)*빠른 입장을 위해 '멜론티켓->좌석번호' 순서대로 줄을 서주세요. QR코드와 온도체크 후, 예매확인내역을 보여주시면 입장할 수 있습니다.- 타이틀 : 김뜻돌x니쥬 [이끌림]- 일시 : 2021년 5월 1일(토) 19시- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 44,000원 (예매처 : 멜론티켓)- 문의 : 070-8150-2979——————————————————#프리즘홀#prismhall#김뜻돌#니쥬#이끌림#멜론티켓#홍대공연",서울특별시 마포구 양화로 12길 6,2021.5.1,18:20,44000,,
https://www.instagram.com/prismhall/p/CORi6PtlVkc/,"[공연공지]🔥12시 티켓오픈🔥2021 밴드사랑프로젝트! 아이프리즘유!I*PRISM*U vol.16이번에는 향니x오칠입니다.벌써부터 두근거리지 않나요.- 타이틀 : I PRISM U vol.16 향니x오칠- 일시 : 2021년 5월 23일(일) 오후 5시- 장소 : 프리즘홀(양화로12길 6)- 티켓 : 예매 35,000원 (예매처 : 멜론티켓)- 문의 : 070-8150-2979👇예매 바로가기👇https://ticket.melon.com/performance/index.htm?prodId=205902--------------------------------------------*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#I_PRISM_U#열여섯번째#향니#오칠#밴드사랑프로젝트",서울특별시 마포구 양화로 12길 6,2021.5.23,12:00,35000,,
https://www.instagram.com/prismhall/p/COPVaOgF-pH/,"🔥D-4🔥PRISM PICK! 프리즘홀 강추 밴드. 내 최애 밴드가 되는 날!'홍대병'에 걸릴 수도 있는, 프리즘홀 강추 밴드들!어쩌면 여러분들의 최애가 될 수도 있습니다.------------------------------------ 타이틀 : PRISM PICK!- 일시 : 2021년 5월 2일 일요일 저녁 5시 (입장 : 4시30분)- 장소 : 프리즘홀(양화로 12길 6)- 출연 :#오프이#밴드828#유용민- 문의 : 070-8150-2979- 티켓 : 예매 30,000원 현매 35,000 원👉 예매폼 : https://forms.gle/3AxfrRS59N6YTAti7-----------------------------------*예매오픈 : 2021년 4월 14일 수요일 오후 12시입니다.*예매마감 : 2021년 5월 1일 토요일 오후 6시입니다.매진시 조기마감될 수 있습니다*본 공연은 비지정석 좌석제입니다. (예매순서는 입장순서임)#프리즘홀#prismhall#오프이#밴드828#유용민#홍대공연#공연추천#PRISM_PICK",서울특별시 마포구 양화로 12길 6,2021.5.2,16:30,30000,35000,
https://www.instagram.com/prismhall/p/COKC3aQFEjL/,"[티켓오픈공지]2021 밴드사랑프로젝트! 아이프리즘유!I*PRISM*U vol.16https://ticket.melon.com/csoon/detail.htm?csoonId=5172————————————————* 티켓오픈일 : 2021년 4월 30일(금) 오후 12시* 공연일 : 2021년 5월 23일(금) 오후 5시————————————————1. 예매 : 35,000원(코로나19 상황에 따라 좌석 추가 오픈 가능합니다.)2. 입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#밴드사랑프로젝트#I_PRISM_U#오칠#향니",서울특별시 마포구 양화로 12길 6,2021.4.30,12:00,35000,,
https://www.instagram.com/prismhall/p/COJ4zPNlhxh/,"MZ 세대에게 어필하는 유일한 섹시 로큰롤러@crackshot_official크랙샷 의 단독공연이 이번주 금요일입니다!처음으로 어쿠스틱도 도전한다는 소식을 입수했습니다!!!! 꺄악!!!!네이버온스테이지에서 보셨겠지만 요즘 정점에 오른 네 남자의 퇴폐적인 무대를 직접 경험해 보세요~나쁜 남자들의 바람직한 음악! 크랙샷입니다!----------------------------✔- 타이틀 : 크랙샷단독콘서트 : BAD BLOOD- 일시 : 2021년 4월 30일(금) 19시30분- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 30,000원 (예매처 : 멜론티켓)*학생 및 청소년 할인 티켓이 따로 판매됩니다.- 문의 : 070-8150-2979👇예매 바로가기👇https://ticket.melon.com/performance/index.htm?prodId=205868--------------------------------------------*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.*중/고생 청소년 할인 티켓 : 10,000원117-20-038366 SC 제일은행 이기정 입금후, 전화로 확인(070-8150-2979) 당일 본인 신분증 반드시 지참!#프리즘홀#prismhall#크랙샷#단독콘서트#멜론티켓#공연추천#홍대공연",서울특별시 마포구 양화로 12길 6,2021.4.30,19:30,30000,10000,
https://www.instagram.com/prismhall/p/CN9gHOGFoD9/,"‼️곧 예매 마감입니다‼️아름다운 멜로디와 따뜻한 가사여러분의 기분을 좋게 만들어줄 따뜻한 공연.기분이 가장 좋은 바로 이 순간.GOOD VIBES———————————————타이틀 : GOOD VIBES일시 : 2021년 4월 23일 금요일 저녁 7시30분 (입장 : 7시)장소 : 프리즘홀(양화로 12길 6)출연 :#김필선#몽글#토르토르문의 : 070-8150-2979티켓 : 예매 30,000원 현매 35,000 원👉 예매폼 : https://forms.gle/fEBCjKjmtFKdndd59—————————————————*예매오픈 : 2021년 3월 29일 월요일 오후 12시입니다.*예매마감 : 2021년 4월 22일 목요일 오후 6시입니다.매진시 조기마감될 수 있습니다*본 공연은 비지정석 좌석제입니다. (예매순서는 입장순서임)#프리즘홀#prismhall#김필선#몽글#토르토르#GOODVIBES#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.4.23,19:30,30000,35000,
https://www.instagram.com/prismhall/p/CN82PJaFxHJ/,"[티켓오픈공지]아름다운 멜로디와 따뜻한 가사가 사람이 된다면 이분들일까요?바로 원셋, 그리고 리밋입니다.------------------------------------ 타이틀 : GOOD VIBES vol.2- 일시 : 2021년 5월 14일 금요일 저녁 7시30분 (입장 : 7시)- 장소 : 프리즘홀(양화로 12길 6)- 출연 :#원셋#리밋- 문의 : 070-8150-2979- 티켓 : 예매 30,000원 현매 35,000 원👉 예매폼 : https://forms.gle/VEEiPhy26RcM8mx26-----------------------------------*예매오픈 : 2021년 4월 22일 목요일 오후 1시입니다.*예매마감 : 2021년 5월 13일 목요일 오후 6시입니다.매진시 조기마감될 수 있습니다.예매마감 이후에는 현매만 가능합니다. (좌석상황에 따라 현매가 불가할 수도 있습니다)당일 환불은 불가합니다. (공연 일주일 전 환불시 수수료 1,000원 부과됨)#프리즘홀#prismhall#GOOD_VIBES#원셋#리밋#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.5.14,19:30,30000,35000,
https://www.instagram.com/prismhall/p/CN39wU6lsIZ/,"[티켓오픈공지]엔분의일x리도어 [우리사이]오픈공지 : https://ticket.melon.com/csoon/detail.htm?csoonId=5162-------------------------*티켓오픈일 : 2021년 4월 21일(수) 낮 12시*공연일 : 2021년 5월 7일(금) 오후 7시30분-------------------------1. 예매 : 33,000원(코로나19 상황에 따라 좌석 추가 오픈 가능합니다.)2. 입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#엔분의일#리도어#우리사이#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.4.21,19:30,33000,,
https://www.instagram.com/prismhall/p/CN1a4Jrl9k6/,"토요일 일요일 이틀 동안 신나는 공연을 마치고,이번주 금토일 공연은 여러분들의 힐링을 위한 따뜻하고 유쾌한 분들을 모셨습니다.금 : GOOD VIBES토 : 소각소각""한 오늘""의 생각일 : 블루파프리카x문콕 조인트콘서트 [커넥션]놓치면 아쉬운 공연들만 있습니다🔥-------------------------------- 타이틀 : GOOD VIBES- 일시 : 2021년 4월 23일(금) 19시30분 (입장 : 7시)- 장소 : 프리즘홀(양화로 12길 6)- 출연 :#김필선#몽글#토르토르- 예매폼 : https://forms.gle/fEBCjKjmtFKdndd59-------------------------------- 타이틀 : 소각소각” 한 오늘” 의 생각- 일시 : 2021년 4월 24일(토) 19시30분 (입장 : 7시)- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 44,000원 (예매처 : 멜론티켓)- 예매처 : https://ticket.melon.com/performance/index.htm?prodId=205862-------------------------------- 타이틀 : 블루파프리카x문콕 조인트 콘서트 [커넥트]- 일시 : 2021년 4월 25일(일) 17시 (입장 : 16시30분)- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 44,000원 (예매처 : 멜론티켓)- 문의 : 070-8150-2979- 예매처 : https://ticket.melon.com/performance/index.htm?prodId=205852-------------------------------*문의 : 070-8150-2979*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.*온도체크, QR체크인 등등 코로나19 방역 수칙을 따르고 있습니다.#프리즘홀#prismhall#김필선#몽글#토르토르#소각소각#이오늘#블루파프리카#문콕#멜론티켓#공연추천#홍대공연",서울특별시 마포구 양화로 12길 6,2021.4.23,19:30,44000,44000,
https://www.instagram.com/prismhall/p/CNtXEXplvbe/,"🔥이번주 일요일🔥간만에 무대를 찾은 우리의 펑크밴드들!1년 가까이. 무대를 잃은 우리들.삶도 음악도 펑크를 위하여! PUNK FOR LIFE!자타공인 한국펑크 지존 타카피(tacopy)펑크로 세계정복 중인 여신들 Fishingirls 피싱걸스음악도 캐릭터도 개성이란 이런 것 Daddy O Radio 데디오레디오펑크의 미래를 책임진다 펑크온파이어 Punk On Fire▪️ 타이틀 : PUNK 4 LIFE▪️ 일시 : 2021년 4월 18일 일요일 저녁 5시 (입장 : 4시30분)▪️ 장소 : 프리즘홀(양화로 12길 6)▪️ 티켓 : 예매 25,000원 / 현매 30,000원▪️ 입금계좌 : 01028969496 기업은행 이기정▪️ 예매폼 : https://forms.gle/8MrropBehpSgdnH5A▪️ 문의 : 070-8150-2979-----------------------------[공지사항]*예매오픈 : 2021년 3월 24일 수요일 오후 9입니다.*예매마감 : 2021년 4월 17일 토요일 오후 6시입니다. (매진시 조기마감될 수 있습니다.)예매마감 이후에는 현매만 가능합니다.*당일 환불은 불가합니다.*구글폼을 작성하시고 계좌에 입금을 완료해야 예매가 완료됩니다. 예매는 1인 4매까지 가능합니다.*예매가 완료되면, 최대한 그날 안에 예매완료 문자를 보내드립니다.*받으신 번호는 입장번호 입니다. 낮은 순 입장진행되며, 번호 지나갔을 경우 선순위들 후 입장합니다. (입장시간 4시30분 부터)*본 공연은 비지정석 좌석제입니다.*공연을 위한 방역지침의 절차를 스탭의 안내로 진행합니다.체온체크, 손소독제 사용, QR체크인을 진행중에 있습니다.공연장 안에서는 반드시 마스크를 착용해 주시고, 개별적인 방역을 생활화하는 안전한 공연에 협조해 주시면 감사하겠습니다.#프리즘홀#prismhall#펑크퍼라이프#PUNK4LIFE#타카피#피싱걸스#데디오레디오#펑크파이어#펑크공연#홍대공연#공연추천",서울특별시 마포구 양화로 12길 6,2021.4.18,16:30,25000,30000,
https://www.instagram.com/prismhall/p/CNkJqJqFh_v/,"[공연공지]곧 티켓 오픈입니다🔥(오늘 9시!!!!!!!)유재하 음악경연 대회 '첫' 밴드 대상 수상터치드 밴드 '첫' 단독공연'1주년 콘서트'‼️- 타이틀 : 터치드1주년첫단독콘서트 : 돌잔치(ROCK PARTY)- 일시 : 2021년 5월 8일(토) 19시- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 35,000원 (예매처 : 멜론티켓)- 문의 : 070-8150-2979👇예매 바로가기👇(프로필 링크에 있습니다)https://ticket.melon.com/performance/index.htm?prodId=205875------------------------------*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#터치드#단독콘서트#홍대공연#공연추천#첫단독#돌잔치",서울특별시 마포구 양화로 12길 6,2021.5.8,21:00,35000,,
https://www.instagram.com/prismhall/p/CNe5O1BFkey/,"#Repost@in_mate_project・・・<IN_MATE_STAGE>일시: 4월 11일 일요일 오후7시장소: 프리즘홀 (합정)출연: 오드, 로쿠, 월리모던입장료:25000원(현매:30000원)예매입금: 국민은행 282402-04-101325 박주향⠀＜공연공지＞1.예매 오픈은 3월 29일 월요일 오후7시 입니다2.예매마감은 4월 10일 자정입니다(당일은 현매만 가능합니다)3.폼 입력과 입금 모두 해주시면 예매 완료 문자를 드립니다(폼 입력 링크는 인 메이트 인스타그램 프로필링크에 있습니다)4.예매는 1인 4매까지 가능합니다5.입장번호는 입금 순으로 부여됩니다예매 번호는 입장 순서이며 비지정석 입니다.6.입장줄대기: 6시20분 입장:6시30분7.입장 시간이 지난 후에는 입장 순서가 무효화 됩니다.8.공연장 내 음료 및 음식물 반입은 금지되며 촬영은 타 관람객에게 시야방해 혹은 플래쉬 등의 방해가 가지 않는 선에서 가능합니다.COVID-19에 따른 공연 안내사항-체온 측정 시 37.5도 이상 혹은 마스크 미착용 시  공연관람이 제한됩니다.-공연장 입장 시 손 소독제를 사용 부탁 드립니다. (공연장 내 비치)-QR코드 체크인을 할 예정이오니 입장 전 미리 준비해주시면 감사하겠습니다-확진자가 다녀간 곳을 경유했거나 확진자와 접촉한 경우, 보건당국으로부터 자가격리 명령을 받은 경험이 있는 경우, 2주 이내 해외 방문 이력이 있으신 분은 입장이 어렵습니다문의@in_mate_project#오드#로쿠#월리모던#프리즘홀",서울특별시 마포구 양화로 12길 6,2402.4.10,18:20,25000,30000,
https://www.instagram.com/prismhall/p/CNe40eXl8Z4/,"#Repost@in_mate_project・・・<IN_MATE_STAGE>일시: 4월 11일 일요일 오후3시장소: 프리즘홀 (합정)출연: 임세모, 우예린입장료:28000원(현매:30000원)예매입금: 국민은행 282402-04-101325 박주향⠀＜공연공지＞1.예매 오픈은 3월 27일 토요일 오후7시 입니다2.예매마감은 4월 10일 자정입니다(당일은 현매만 가능합니다)3.폼 입력과 입금 모두 해주시면 예매 완료 문자를 드립니다(폼 입력 링크는 인 메이트 인스타그램 프로필링크에 있습니다)4.예매는 1인 4매까지 가능합니다5.입장번호는 입금 순으로 부여됩니다예매 번호는 입장 순서이며 비지정석 입니다.6.입장줄대기: 2시20분 입장:2시30분7.입장 시간이 지난 후에는 입장 순서가 무효화 됩니다.8.공연장 내 음료 및 음식물 반입은 금지되며 촬영은 타 관람객에게 시야방해 혹은 플래쉬 등의 방해가 가지 않는 선에서 가능합니다.COVID-19에 따른 공연 안내사항-체온 측정 시 37.5도 이상 혹은 마스크 미착용 시  공연관람이 제한됩니다.-공연장 입장 시 손 소독제를 사용 부탁 드립니다. (공연장 내 비치)-QR코드 체크인을 할 예정이오니 입장 전 미리 준비해주시면 감사하겠습니다-확진자가 다녀간 곳을 경유했거나 확진자와 접촉한 경우, 보건당국으로부터 자가격리 명령을 받은 경험이 있는 경우, 2주 이내 해외 방문 이력이 있으신 분은 입장이 어렵습니다문의@in_mate_project#임세모#우예린#프리즘홀",서울특별시 마포구 양화로 12길 6,2402.4.10,14:20,28000,30000,
https://www.instagram.com/prismhall/p/CNb79qWl-I6/,"[티켓오픈공지]터치드1주년 첫 단독콘서트 : 돌잔치(ROCK PARTY)오픈공지 : https://ticket.melon.com/csoon/detail.htm?csoonId=5143-------------------------*티켓오픈일 : 2021년 4월 12일(월) 오후 9시*공연일 : 2021년 5월 8일(일) 오후 7시-------------------------1. 예매 : 35,000원(코로나19 상황에 따라 좌석 추가 오픈 가능합니다.)2. 입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#터치드#돌잔치#1주년단독콘서트#단독콘서트#공연추천#홍대공연",서울특별시 마포구 양화로 12길 6,2021.4.12,21:00,35000,,
https://www.instagram.com/prismhall/p/CNJaALUlw9d/,"‼️4일 공연 다들 잊지 않으셨죠❓깊이 담아두었던 이야기를 하고 싶어요．조심스럽게 용기를 내어 보아요．택우x사공 [내 마음이 들리니］- 타이틀 : 택우x사공 <내 마음이 들리니>- 일시 : 2021년 4월 4일(일) 17시- 장소 : 프리즘홀(양화로 12길 6)- 티켓 : 예매 33,000원 (예매처 : 멜론티켓)- 문의 : 070-8150-2979👇예매 바로가기👇(프로필 링크에 있습니다)https://ticket.melon.com/performance/index.htm?prodId=205813--------------------------------------------*좌석 70매 한정 판매입니다. 코로나19 상황에 따라 좌석 추가 오픈 가능합니다.*입장시 선택한 예매번호는 입장번호입니다. 낮은 순 입장합니다.#프리즘홀#prismhall#택우#사공#내마음이들리니#멜론티켓",서울특별시 마포구 양화로 12길 6,2021.4.4,17:00,33000,,
